x,y,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
-73.89804643,40.66717309,NYCHA114,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 346-4807,,Unity Plaza Comm. Ctr.,576,Blake Avenue,Brooklyn,11207,NYCHA Community Center,135,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,135,Yes,Yes,Yes,Unity Plaza Comm. Ctr.,576 Blake Avenue,"Brooklyn, NY 11207"
-73.92336378,40.67992298,NYCHA117,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 493-3917,,Brevoort Comm. Ctr.,280,Ralph Ave,Brooklyn,11233,NYCHA Community Center,143,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,143,Yes,Yes,Yes,Brevoort Comm. Ctr.,280 Ralph Ave,"Brooklyn, NY 11233"
-73.99035303,40.57427825,NYCHA121,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 996-5893,,Carey GardenS Boys & Girls Club,2315,Surf Ave,Brooklyn,11224,NYCHA Community Center,154,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,154,Yes,Yes,Yes,Carey GardenS Boys & Girls Club,2315 Surf Ave,"Brooklyn, NY 11224"
-73.86458851,40.66880651,NYCHA122,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 964-9043,,Louis H. Pink Comm. Ctr.,2702,Linden Blvd,Brooklyn,11208,NYCHA Community Center,154,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,154,Yes,Yes,Yes,Louis H. Pink Comm. Ctr.,2702 Linden Blvd,"Brooklyn, NY 11208"
-73.94392519,40.70915934,NYCHA124,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 599-6217,,Williamsburg Comm. Ctr.,195,Graham Avenue,Brooklyn,11206,NYCHA Community Center,169,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,169,Yes,Yes,Yes,Williamsburg Comm. Ctr.,195 Graham Avenue,"Brooklyn, NY 11206"
-73.94041702,40.70319243,NYCHA127,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 453-8116,,Bushwick/Hylan Comm. Ctr.,50,Humboldt St,Brooklyn,11206,NYCHA Community Center,178,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,178,Yes,Yes,Yes,Bushwick/Hylan Comm. Ctr.,50 Humboldt St,"Brooklyn, NY 11206"
-73.90475117,40.66635298,NYCHA133,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 485-3719,,Van Dyke I Comm. Ctr.,392,Blake Avenue,Brooklyn,11212,NYCHA Community Center,259,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,259,Yes,Yes,Yes,Van Dyke I Comm. Ctr.,392 Blake Avenue,"Brooklyn, NY 11212"
-73.98209281,40.69379052,NYCHA136,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 855-2923,,Ingersoll Comm. Ctr.,177,Myrtle Ave,Brooklyn,11201,NYCHA Community Center,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,0,Yes,Yes,Yes,Ingersoll Comm. Ctr.,177 Myrtle Ave,"Brooklyn, NY 11201"
-73.9174849,40.68587557,NYCHA138,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 455-2862,,Saratoga Comm. Ctr.,940,Hancock St,Brooklyn,11233,NYCHA Community Center,0,Yes,No,No,No,No,No,No,Full-time,0,Yes,Yes,Yes,Saratoga Comm. Ctr.,940 Hancock St,"Brooklyn, NY 11233"
-73.78412166,40.6853704,NYCHA98,NYCHA,NYCHA (HUD),718-969-6240,NYCHA,,(718) 527-4650,,Baisley Park Comm. Ctr.,116-40,Guy Brewer Blvd,Queens,11434,NYCHA Community Center,112,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,112,Yes,Yes,Yes,Baisley Park Comm. Ctr.,116-40 Guy Brewer Blvd,"Queens, NY 11434"
-73.99358408,40.57472867,NYCHA41,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 449-2897,,Surfside Comm. Ctr.,2923,West 28th St.,Brooklyn,11224,NYCHA Community Center,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,41,Yes,Yes,Yes,Surfside Comm. Ctr.,2923 West 28th St.,"Brooklyn, NY 11224"
-73.93502465,40.84627124,DYCD649,DYCD,OST,800-246-4646,"Childrens Arts & Science Workshops, Inc.",132752494,(212) 927-9233,06M115,PS 115 ALEXANDER HUMBOLDT (M115),586,West 177th Street,Manhattan,10033,School,185,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,185,yes,yes,yes,OST - Childrens Arts & Science Workshops,586 West 177th Street,"Manhattan, NY 10033"
-73.90807652,40.8765422,DYCD650,DYCD,OST,800-246-4646,"Childrens Arts & Science Workshops, Inc.",132752494,(718) 562-8560,,Marble Hill,5365,Broadway,Bronx,10463,NYCHA,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Childrens Arts & Science Workshops,5365 Broadway,"Bronx, NY 10463"
-73.95389232,40.65622785,DYCD566,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-1216,17K019,PS 92 - Adrian Hegeman ES,601,Parkside Avenue,Brooklyn,11226,school,200,no,yes,no,no,yes,no,no,Full-time,200,yes,yes,yes,OST - Church Avenue Merchants Block Association,601 Parkside Avenue,"Brooklyn, NY 11226"
-73.96367421,40.79747046,DYCD12,DYCD,OST,800-246-4646,Childrens Aid Society- Frederick Douglas,135562191,212-949-4800,,Childrens Aid Society,885,Columbus Avenue,Manhattan,10025,center,0,no,yes,unknown,unknown,yes,no,yes,Part-time,0,no,no,no,OST - Childrens Aid Society,885 Columbus Avenue,"Manhattan, NY 10025"
-74.0978344,40.63451502,DYCD135,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,31R061,William Morris School,445,Castleton Avenue,Staten Island,10301,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,445 Castleton Avenue,"Staten Island, NY 10301"
-73.93574861,40.83935237,DYCD136,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M090,Mirabal Sisters School,21,Jumel Place,Manhattan,10032,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,21 Jumel Place,"Manhattan, NY 10032"
-73.93313179,40.79415059,DYCD140,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,04M435,Manhattan Ctr. For Science & Math,280,Pleasant Avenue,Manhattan,10029,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Childrens Aid Society,280 Pleasant Avenue,"Manhattan, NY 10029"
-73.92778414,40.86013451,DYCD142,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M152,Dyckman Valley ES,93,Nagle Avenue,Manhattan,10040,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,93 Nagle Avenue,"Manhattan, NY 10040"
-73.94098459,40.78563484,DYCD144,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,04M050,Vito Marcantonio ES,433,East 100th Street,Manhattan,10029,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,433 East 100th Street,"Manhattan, NY 10029"
-73.94252025,40.82087331,DYCD449,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,,CAS Drew Hamilton Ctr.,2672,Frederick Douglass Boulevard,Manhattan,10030,center,0,yes,yes,unknown,unknown,yes,Yes,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Childrens Aid Society,2672 Frederick Douglass Boulevard,"Manhattan, NY 10030"
-74.09789175,40.63785989,DYCD452,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,,Goodhue Ctr.,304,Prospect Avenue,Staten Island,10301,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,304 Prospect Avenue,"Staten Island, NY 10301"
-73.88993453,40.85882686,DYCD173,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,10X254,MS 254,2452,Washington Avenue,Bronx,10458,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,2452 Washington Avenue,"Bronx, NY 10458"
-73.94936626,40.78909932,DYCD11,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,,Childrens Aid Society,130,East 101st Street,Manhattan,10029,center,0,yes,yes,unknown,unknown,Yes,Yes,yes,Full-time/Part-time,0,Yes,Yes,Yes,OST - Childrens Aid Society,130 East 101st Street,"Manhattan, NY 10029"
-73.93641521,40.66208729,DYCD154,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,(718) 773-3343,17K587,Middle School for the Arts-587,790,East New York Avenue,Brooklyn,11203,school,180,no,yes,unknown,unknown,no,yes,no,Full-time,180,yes,yes,yes,OST - Church Avenue Merchants Block Association,790 East New York Avenue,"Brooklyn, NY 11203"
-73.94686325,40.80229062,DYCD14,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,,The Dunley Milbank Ctr.,14-32,West 118th Street,Manhattan,10026,center,0,yes,yes,unknown,unknown,Yes,no,yes,Full-time/Part-time,0,Yes,Yes,Yes,OST - Childrens Aid Society,14-32 West 118th Street,"Manhattan, NY 10026"
-73.93665383,40.83921165,DYCD145,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M008,Luis Belliard ES,465,West 167th Street,Manhattan,10032,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,465 West 167th Street,"Manhattan, NY 10032"
-73.93346424,40.85331831,DYCD176,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M048,PS 48,4360,Broadway,Manhattan,10033,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,4360 Broadway,"Manhattan, NY 10033"
-73.88532494,40.81570745,DYCD651,DYCD,OST,800-246-4646,"City Year, Inc.",,(646) 591-3127,06X201,M.S. X201 (X201),730,Bryant Avenue,Bronx,10474,School,100,Yes,Yes,unknown,unknown,No,Yes,No,Part-time,100,Yes,Yes,Yes,OST - City Year,730 Bryant Avenue,"Bronx, NY 10474"
-73.91488705,40.69380269,DYCD652,DYCD,OST,800-246-4646,Coalition For Hispanic Family Services,,(646) 209-9841,32K377,PS 377 ALEJANDRINA B DEGAUTIER (K377),200,Woodbine Street,Brooklyn,11221,school,100,Yes,Yes,unknown,unknown,yes,no,no,Full-time,100,yes,yes,yes,OST - Coalition For Hispanic Family Services,200 Woodbine Street,"Brooklyn, NY 11221"
-73.88708545,40.73721895,DYCD653,DYCD,OST,800-246-4646,Coalition for Hispanic Family Services,,(646) 209-9841,30Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE) (Q877),200,51 AVENUE,Queens,11373,School,60,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,60,Yes,Yes,Yes,OST - Coalition For Hispanic Family Services,76-05 51 Avenue,"Queens, NY 11373"
-73.99964822,40.72941253,DYCD13,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,,Childrens Aid Society-GVC (Chorus),219,Sullivan Street,Manhattan,10012,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Childrens Aid Society,219 Sullivan Street,"Manhattan, NY 10012"
-73.89939131,40.86394519,DYCD93,DYCD,OST,800-246-4646,"Childrens Arts & Science Workshops, Inc.",132752494,212-923-7766,,St. James Recreation Ctr.,2530,Jerome Avenue,Bronx,10468,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Childrens Arts & Science Workshops,2530 Jerome Avenue,"Bronx, NY 10468"
-73.97798487,40.78098374,DYCD393,DYCD,OST,800-246-4646,Children's Arts & Sciences,132752494,917-441-1163,03M044,William O'Shea MS,100,West 77th Street,Manhattan,10024,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Children's Arts & Sciences,100 West 77th Street,"Manhattan, NY 10024"
-74.00094097,40.64080388,DYCD148,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,20K220,John J. Pershing School,4812,9th Avenue,Brooklyn,11220,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,4812 9th Avenue,"Brooklyn, NY 11220"
-73.96002135,40.60118865,DYCD152,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,21K153,Homecrest Elementary School,1970,Homecrest Avenue,Brooklyn,11229,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,1970 Homecrest Avenue,"Brooklyn, NY 11229"
-73.98617636,40.71080858,NYCHA42,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 349-4122,,Two Bridges Comm. Ctr.,286,South Street,Manhattan,10002,NYCHA Community Center,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,41,Yes,Yes,Yes,Two Bridges Comm. Ctr.,286 South Street,"Manhattan, NY 10002"
-73.94845899,40.7944568,NYCHA92,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 876-6480,,Lehman Village Comm. Ctr.,1589,Madison Ave,Manhattan,10029,NYCHA Community Center,99,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,99,Yes,Yes,Yes,Lehman Village Comm. Ctr.,1589 Madison Ave,"Manhattan, NY 10029"
-73.93747108,40.8106256,NYCHA64,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 234-7655,,Lincoln Comm. Ctr.,2110,Madison Ave,Manhattan,10037,NYCHA Community Center,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,65,Yes,Yes,Yes,Lincoln Comm. Ctr.,2110 Madison Ave,"Manhattan, NY 10037"
-73.99097096,40.71228536,NYCHA91,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 385-9349,,Rutgers Comm. Ctr.,200,Madison St,Manhattan,10002,NYCHA Community Center,98,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,98,Yes,Yes,Yes,Rutgers Comm. Ctr.,200 Madison St,"Manhattan, NY 10002"
-73.95453211,40.81769057,NYCHA108,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 491-3377,,Manhattanville Comm. Ctr.,530,West 133rd St,Manhattan,10027,NYCHA Community Center,123,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,123,Yes,Yes,Yes,Manhattanville Comm. Ctr.,530 West 133rd St,"Manhattan, NY 10027"
-73.94754758,40.79975233,NYCHA130,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 348-5721,,King Towers Comm. Ctr.,2,West 115th Street,Manhattan,10026,NYCHA Community Center,198,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,198,Yes,Yes,Yes,King Towers Comm. Ctr.,2 West 115th Street,"Manhattan, NY 10026"
-73.93736794,40.83104994,NYCHA131,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 491-6127,,Polo Grounds Comm. Ctr.,2965,Eighth Avenue,Manhattan,10039,NYCHA Community Center,202,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,202,Yes,Yes,Yes,Polo Grounds Comm. Ctr.,2965 Eighth Avenue,"Manhattan, NY 10039"
-73.94098986,40.82047501,NYCHA31,NYCHA,NYCHA (HUD),212-306-3324,NYCHA,,(212) 368-0759,,Drew Hamilton Comm. Ctr.,220,West 143rd Street,Manhattan,10030,NYCHA Community Center,0,Yes,No,No,No,No,No,No,Full-time,0,Yes,Yes,Yes,Drew Hamilton Comm. Ctr.,220 West 143rd Street,"Manhattan, NY 10030"
-73.75291786,40.60938603,NYCHA36,NYCHA,NYCHA (HUD),718-969-6240,NYCHA,,(718) 471-0236,,Redfern Comm. Ctr.,15-44,Hassock Street,Queens,11691,NYCHA Community Center,34,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,34,Yes,Yes,Yes,Redfern Comm. Ctr.,15-44 Hassock Street,"Queens, NY 11691"
-73.80833373,40.58828855,NYCHA135,NYCHA,NYCHA (HUD),718-969-6240,NYCHA,,(718) 318-4627,,Hammel Comm. Ctr.,81-14,Rkway Beach Blvd.,Queens,11693,NYCHA Community Center,298,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,298,Yes,Yes,Yes,Hammel Comm. Ctr.,81-14 Rkway Beach Blvd.,"Queens, NY 11693"
-74.16336522,40.63251692,NYCHA141,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 761-3368,,Mariner's Harbor Comm. Ctr.,157,Brabant St,Staten Island,10303,NYCHA Community Center,98,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,98,Yes,Yes,Yes,Mariner's Harbor Comm. Ctr.,157 Brabant St,"Staten Island, NY 10303"
-74.08224787,40.62305636,NYCHA143,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 981-0500,,Stapleton Comm. Ctr.,189,Gordon St,Staten Island,10304,NYCHA Community Center,180,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,180,Yes,Yes,Yes,Stapleton Comm. Ctr.,189 Gordon St,"Staten Island, NY 10304"
-74.1012203,40.5868776,NYCHA144,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 979-4892,,Berry Comm. Ctr.,211,Jefferson St,Staten Island,10306,NYCHA Community Center,183,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,183,Yes,Yes,Yes,Berry Comm. Ctr.,211 Jefferson St,"Staten Island, NY 10306"
-73.94040623,40.84608914,DYCD88,DYCD,OST,800-246-4646,"Alianza Dominicana, Inc.",133402057,212-740-1960,,J. Hood Wright Recreation Ctr.,,174th St. and Ft. Washington Avenue,Manhattan,10033,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Alianza Dominicana,174th St. and Ft. Washington Avenue,"Manhattan, NY 10033"
-73.93466968,40.84295707,DYCD87,DYCD,OST,800-246-4646,"Alianza Dominicana, Inc.",133402057,212-740-1960,,Highbridge Recreation Ctr.,,Amsterdam Avenue and 173rd St.,Manhattan,10032,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Alianza Dominicana,Amsterdam Avenue and 173rd St.,"Manhattan, NY 10032"
-73.99396471,40.71869108,DYCD17,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,,CPC Chung Pak/Chrystie Street School Age Child Care Ctr.,115,Chrystie Street,Manhattan,10002,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,115 Chrystie Street,"Manhattan, NY 10002"
-73.9918461,40.71299349,DYCD568,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,02M002,PS 2,122,Henry Street,Manhattan,10002,school,0,no,yes,no,no,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,122 Henry Street,"Manhattan, NY 10002"
-73.96632999,40.64962586,DYCD158,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,17K249,Caton Elementary School,18,Marlborough Road,Brooklyn,11226,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,18 Marlborough Road,"Brooklyn, NY 11226"
-73.9477407,40.63772085,DYCD161,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,22K269,Nostrand School,1957,Nostrand Avenue,Brooklyn,11210,school,0,no,yes,unknown,unknown,yes,Yes,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,1957 Nostrand Avenue,"Brooklyn, NY 11210"
-73.92999624,40.81573773,DYCD166,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,07X427 / 07X670,Health Opportunities,350,Gerard Avenue,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Citizens Advice Bureau,350 Gerard Avenue,"Bronx, NY 10451"
-73.91876185,40.83252393,DYCD19,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,,Citizens Advice Bureau/Girls Club of NY,1130,Grand Concourse,Bronx,10456,center,0,yes,yes,unknown,unknown,yes,no,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Citizens Advice Bureau,1130 Grand Concourse,"Bronx, NY 10456"
-73.90186838,40.81763304,DYCD167,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,08X130,Abram Stevens Hewitt ES,750,Prospect Avenue,Bronx,10455,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Citizens Advice Bureau,750 Prospect Avenue,"Bronx, NY 10455"
-73.90775169,40.67110549,DYCD164,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,23K298,PS/IS 298,85,Watkins Street,Brooklyn,11212,school,0,no,yes,unknown,unknown,Yes,yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,85 Watkins Street,"Brooklyn, NY 11212"
-73.89980546,40.81306137,DYCD454,DYCD,OST,800-246-4646,"Citizens Advice Bureau, Inc.",133254484,718-293-0727,,Avenue St. John Family Services,666,Southern Boulevard,Bronx,10455,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Citizens Advice Bureau,666 Southern Boulevard,"Bronx, NY 10455"
-74.00336379,40.6080135,BPL43,BPL,Other,718-230-2100,,,718-236-4086,,New Utrecht Branch,1743,86th Street,Brooklyn,11214,Library,6500,yes,yes,yes,no,yes,yes,yes,Full-time,6500,yes,no,yes,"BPL, New Utrecht Branch",1743 86th Street,"Brooklyn, NY 11214"
-73.94463688,40.82999513,DYCD174,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M210,21st Century Academy,501,West 152nd Street,Manhattan,10031,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,501 West 152nd Street,"Manhattan, NY 10031"
-73.94235855,40.83162174,DYCD175,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,06M028,Wright Brothers ES,475,West 155th Street,Manhattan,10032,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,475 West 155th Street,"Manhattan, NY 10032"
-73.91991799,40.80933055,DYCD186,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X220,Mott Haven Village School,468,East 140th Street,Bronx,10454,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,468 East 140th Street,"Bronx, NY 10454"
-73.96111203,40.67280367,DYCD457,DYCD,OST,800-246-4646,Community Counseling And Mediation,112675243,718-230-5100,,Comm. Counseling & Mediation,810,Classon Avenue,Brooklyn,11238,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Comm. Counseling And Mediation,810 Classon Avenue,"Brooklyn, NY 11238"
-73.86943446,40.68583369,DYCD178,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K171,Abraham Lincoln School,528,Ridgewood Avenue,Brooklyn,11208,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Child Care Corp.,528 Ridgewood Avenue,"Brooklyn, NY 11208"
-73.8690503,40.6929878,DYCD179,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K420,Franklin K. Lane HS,999,Jamaica Avenue,Brooklyn,11208,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Cypress Hills Local Dev.,999 Jamaica Avenue,"Brooklyn, NY 11208"
-73.87727774,40.683383,DYCD180,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K065,Little Red School House of Cypress Hills,158,Richmond Street,Brooklyn,11208,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Local Dev.,158 Richmond Street,"Brooklyn, NY 11208"
-73.88384054,40.67695073,DYCD181,DYCD,OST,800-246-4646,Cypress Hills Local Development Corporation,112683663,718-647-2800,19K089,Cypress Hills Comm. School,350,Linwood Street,Brooklyn,11208,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Cypress Hills Local Dev.,350 Linwood Street,"Brooklyn, NY 11208"
-73.94880498,40.81062402,DYCD234,DYCD,OST,800-246-4646,"Harlem Children's Zone, Inc",237112974,212-666-7236,05M154,Harriet Tubman ES,250,West 127th Street,Manhattan,10027,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Harlem Children's Zone,250 West 127th Street,"Manhattan, NY 10027"
-73.92999624,40.81573773,DYCD184,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X427 / 07X670,Health Opportunities HS,350,Gerard Avenue,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - East Side House Settlement,350 Gerard Avenue,"Bronx, NY 10451"
-73.92486253,40.81358214,DYCD22,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,,Patterson Comm. Ctr.,340,Morris Avenue,Bronx,10451,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,340 Morris Avenue,"Bronx, NY 10451"
-73.94220148,40.78521892,DYCD237,DYCD,OST,800-246-4646,Harlem RBI(Reviving Baseball in Inner Cities,,212-722-1608,04M099,JHS 99,410,East 100th Street,Manhattan,10029,school,0,no,yes,unknown,unknown,no,no,yes,Full-time/Part-time,0,yes,yes,yes,OST - Harlem RBI,410 East 100th Street,"Manhattan, NY 10029"
-73.91915165,40.80543662,DYCD461,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,,Mill Brook Comm. Ctr.,201,St. Ann's Avenue,Bronx,10454,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,201 St. Ann's Avenue,"Bronx, NY 10454"
-74.02903391,40.6342031,DYCD238,DYCD,OST,800-246-4646,Heartshare Human Services,111633549,718-422-4200,20K102,Bay View Elementary School,211,72nd Street,Brooklyn,11209,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Heartshare Human Services,211 72nd Street,"Brooklyn, NY 11209"
